sourceProject,sourceScenarioKey,sourceCaseKey,caseKey,caseName,caseWeight,scenarioKey,scenario,directionalScore,legalStability,rightsProtection,democraticResponsiveness,independenceAccountabilityBalance,legitimacy,partisanAlignment,shadowDocketAbuse,constitutionalConflict,reversalRate
Constitutional Review Simulator,eighteen-year-terms,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__eighteen-year-terms,Constitutional Review Simulator: Staggered 18-year nonrenewable terms,0.511,0.791,0.685,0.404,0.847,0.501,0.194,0.360,0.352,0.270
Constitutional Review Simulator,fifteen-justice-commission,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__fifteen-justice-commission,Constitutional Review Simulator: Fifteen-justice supermajority commission court,0.580,0.874,0.732,0.449,0.908,0.612,0.161,0.065,0.269,0.400
Constitutional Review Simulator,supermajority-invalidation,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__supermajority-invalidation,Constitutional Review Simulator: Supermajority required to invalidate laws,0.574,0.885,0.730,0.446,0.784,0.590,0.176,0.067,0.267,0.373
Constitutional Review Simulator,strict-recusal-court,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__strict-recusal-court,Constitutional Review Simulator: Strict recusal with substitute justices,0.585,0.875,0.733,0.450,0.922,0.631,0.160,0.065,0.267,0.382
Constitutional Review Simulator,reasoned-emergency-review,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__reasoned-emergency-review,Constitutional Review Simulator: Reasoned emergency orders with merits follow-up,0.592,0.878,0.733,0.449,0.835,0.645,0.178,0.004,0.260,0.490
Constitutional Review Simulator,panel-en-banc-review,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__panel-en-banc-review,Constitutional Review Simulator: Panel review with en banc safety valve,0.576,0.869,0.732,0.449,0.931,0.625,0.159,0.063,0.269,0.409
Constitutional Review Simulator,dual-cross-checking-courts,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__dual-cross-checking-courts,Constitutional Review Simulator: Dual supreme courts with cross-checking invalidations,0.587,0.904,0.742,0.459,0.898,0.655,0.145,0.004,0.264,0.366
Constitutional Review Simulator,constitutional-council,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__constitutional-council,Constitutional Review Simulator: Pre-enactment constitutional council,0.586,0.943,0.736,0.454,0.926,0.656,0.139,0.059,0.255,0.297
Constitutional Review Simulator,legislative-override-court,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__legislative-override-court,Constitutional Review Simulator: Judicial review with delayed legislative override,0.560,0.861,0.726,0.451,0.907,0.605,0.173,0.065,0.277,0.414
Constitutional Review Simulator,accountability-retention-court,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__accountability-retention-court,Constitutional Review Simulator: Retention-election accountability court,0.574,0.877,0.722,0.464,0.802,0.626,0.150,0.060,0.266,0.293
Constitutional Review Simulator,independence-accountability-hybrid,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__independence-accountability-hybrid,Constitutional Review Simulator: Hybrid court balancing independence and accountability,0.597,0.906,0.740,0.457,0.932,0.657,0.150,0.003,0.248,0.397
Constitutional Review Simulator,weak-form-review,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__weak-form-review,Constitutional Review Simulator: Weak-form review with legislative reply,0.644,0.958,0.708,0.483,0.947,0.643,0.125,0.061,0.220,0.000
Constitutional Review Simulator,suspended-declaration-review,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__suspended-declaration-review,Constitutional Review Simulator: Suspended declarations of invalidity,0.631,0.919,0.692,0.494,0.931,0.663,0.158,0.004,0.269,0.495
Constitutional Review Simulator,override-clause-review,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__override-clause-review,Constitutional Review Simulator: Strong-form review with explicit override clause,0.571,0.879,0.732,0.450,0.922,0.636,0.162,0.064,0.247,0.390
Constitutional Review Simulator,pre-enactment-review,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__pre-enactment-review,Constitutional Review Simulator: Pre-enactment review before laws take effect,0.602,0.945,0.757,0.455,0.915,0.656,0.134,0.062,0.254,0.285
Constitutional Review Simulator,abstract-review-tribunal,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__abstract-review-tribunal,Constitutional Review Simulator: Abstract review tribunal,0.602,0.896,0.759,0.454,0.883,0.650,0.163,0.005,0.255,0.447
Constitutional Review Simulator,ombudsman-triggered-review,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__ombudsman-triggered-review,Constitutional Review Simulator: Ombudsman-triggered constitutional review,0.576,0.870,0.730,0.448,0.935,0.635,0.163,0.064,0.272,0.432
Constitutional Review Simulator,constitutional-public-defender,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__constitutional-public-defender,Constitutional Review Simulator: Constitutional public defender access model,0.587,0.874,0.769,0.452,0.931,0.647,0.174,0.004,0.262,0.510
Constitutional Review Simulator,rights-impact-statement-review,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__rights-impact-statement-review,Constitutional Review Simulator: Rights-impact statements before review,0.635,0.948,0.802,0.456,0.837,0.675,0.128,0.057,0.249,0.257
Constitutional Review Simulator,mandatory-legislative-response,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__mandatory-legislative-response,Constitutional Review Simulator: Mandatory legislative response cycles,0.612,0.909,0.707,0.464,0.924,0.686,0.137,0.003,0.216,0.420
Constitutional Review Simulator,current-federal-court,low-legislative-conflict,crs__low-legislative-conflict,Constitutional Review Simulator: Low legislative conflict,1.0,crs__current-federal-court,Constitutional Review Simulator: Current-style federal supreme court,0.540,0.798,0.694,0.416,0.729,0.587,0.197,0.365,0.328,0.245
Constitutional Review Simulator,eighteen-year-terms,low-legislative-conflict,crs__low-legislative-conflict,Constitutional Review Simulator: Low legislative conflict,1.0,crs__eighteen-year-terms,Constitutional Review Simulator: Staggered 18-year nonrenewable terms,0.551,0.809,0.702,0.429,0.825,0.599,0.178,0.356,0.321,0.223
Constitutional Review Simulator,fifteen-justice-commission,low-legislative-conflict,crs__low-legislative-conflict,Constitutional Review Simulator: Low legislative conflict,1.0,crs__fifteen-justice-commission,Constitutional Review Simulator: Fifteen-justice supermajority commission court,0.645,0.895,0.744,0.477,0.891,0.715,0.147,0.062,0.230,0.334
Constitutional Review Simulator,supermajority-invalidation,low-legislative-conflict,crs__low-legislative-conflict,Constitutional Review Simulator: Low legislative conflict,1.0,crs__supermajority-invalidation,Constitutional Review Simulator: Supermajority required to invalidate laws,0.632,0.902,0.739,0.471,0.762,0.690,0.164,0.067,0.232,0.318
Constitutional Review Simulator,strict-recusal-court,low-legislative-conflict,crs__low-legislative-conflict,Constitutional Review Simulator: Low legislative conflict,1.0,crs__strict-recusal-court,Constitutional Review Simulator: Strict recusal with substitute justices,0.654,0.898,0.744,0.478,0.906,0.735,0.146,0.059,0.228,0.317
Constitutional Review Simulator,reasoned-emergency-review,low-legislative-conflict,crs__low-legislative-conflict,Constitutional Review Simulator: Low legislative conflict,1.0,crs__reasoned-emergency-review,Constitutional Review Simulator: Reasoned emergency orders with merits follow-up,0.655,0.899,0.744,0.471,0.812,0.749,0.164,0.003,0.219,0.417
Constitutional Review Simulator,panel-en-banc-review,low-legislative-conflict,crs__low-legislative-conflict,Constitutional Review Simulator: Low legislative conflict,1.0,crs__panel-en-banc-review,Constitutional Review Simulator: Panel review with en banc safety valve,0.643,0.892,0.743,0.475,0.917,0.728,0.146,0.062,0.231,0.339
Constitutional Review Simulator,dual-cross-checking-courts,low-legislative-conflict,crs__low-legislative-conflict,Constitutional Review Simulator: Low legislative conflict,1.0,crs__dual-cross-checking-courts,Constitutional Review Simulator: Dual supreme courts with cross-checking invalidations,0.657,0.923,0.749,0.487,0.881,0.760,0.133,0.003,0.226,0.303
Constitutional Review Simulator,constitutional-council,low-legislative-conflict,crs__low-legislative-conflict,Constitutional Review Simulator: Low legislative conflict,1.0,crs__constitutional-council,Constitutional Review Simulator: Pre-enactment constitutional council,0.657,0.954,0.743,0.488,0.935,0.762,0.125,0.059,0.221,0.241
Constitutional Review Simulator,legislative-override-court,low-legislative-conflict,crs__low-legislative-conflict,Constitutional Review Simulator: Low legislative conflict,1.0,crs__legislative-override-court,Constitutional Review Simulator: Judicial review with delayed legislative override,0.626,0.884,0.739,0.476,0.888,0.707,0.157,0.066,0.235,0.340
Constitutional Review Simulator,accountability-retention-court,low-legislative-conflict,crs__low-legislative-conflict,Constitutional Review Simulator: Low legislative conflict,1.0,crs__accountability-retention-court,Constitutional Review Simulator: Retention-election accountability court,0.653,0.907,0.734,0.500,0.824,0.731,0.133,0.057,0.224,0.211
Constitutional Review Simulator,independence-accountability-hybrid,low-legislative-conflict,crs__low-legislative-conflict,Constitutional Review Simulator: Low legislative conflict,1.0,crs__independence-accountability-hybrid,Constitutional Review Simulator: Hybrid court balancing independence and accountability,0.670,0.925,0.749,0.484,0.920,0.764,0.138,0.002,0.211,0.330
Constitutional Review Simulator,weak-form-review,low-legislative-conflict,crs__low-legislative-conflict,Constitutional Review Simulator: Low legislative conflict,1.0,crs__weak-form-review,Constitutional Review Simulator: Weak-form review with legislative reply,0.714,0.964,0.727,0.527,0.944,0.773,0.113,0.060,0.198,0.000
Constitutional Review Simulator,suspended-declaration-review,low-legislative-conflict,crs__low-legislative-conflict,Constitutional Review Simulator: Low legislative conflict,1.0,crs__suspended-declaration-review,Constitutional Review Simulator: Suspended declarations of invalidity,0.712,0.937,0.738,0.537,0.920,0.770,0.143,0.003,0.225,0.407
Constitutional Review Simulator,override-clause-review,low-legislative-conflict,crs__low-legislative-conflict,Constitutional Review Simulator: Low legislative conflict,1.0,crs__override-clause-review,Constitutional Review Simulator: Strong-form review with explicit override clause,0.650,0.903,0.742,0.476,0.906,0.749,0.146,0.062,0.200,0.325
Constitutional Review Simulator,pre-enactment-review,low-legislative-conflict,crs__low-legislative-conflict,Constitutional Review Simulator: Low legislative conflict,1.0,crs__pre-enactment-review,Constitutional Review Simulator: Pre-enactment review before laws take effect,0.678,0.958,0.772,0.491,0.928,0.767,0.119,0.058,0.219,0.220
Constitutional Review Simulator,abstract-review-tribunal,low-legislative-conflict,crs__low-legislative-conflict,Constitutional Review Simulator: Low legislative conflict,1.0,crs__abstract-review-tribunal,Constitutional Review Simulator: Abstract review tribunal,0.677,0.915,0.777,0.478,0.864,0.756,0.150,0.003,0.216,0.380
Constitutional Review Simulator,ombudsman-triggered-review,low-legislative-conflict,crs__low-legislative-conflict,Constitutional Review Simulator: Low legislative conflict,1.0,crs__ombudsman-triggered-review,Constitutional Review Simulator: Ombudsman-triggered constitutional review,0.639,0.890,0.741,0.471,0.929,0.737,0.149,0.062,0.234,0.370
Constitutional Review Simulator,constitutional-public-defender,low-legislative-conflict,crs__low-legislative-conflict,Constitutional Review Simulator: Low legislative conflict,1.0,crs__constitutional-public-defender,Constitutional Review Simulator: Constitutional public defender access model,0.650,0.896,0.776,0.471,0.921,0.749,0.159,0.003,0.220,0.432
